gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,4096,7168,16384,cktile,11,0,489.1698,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1966.75,497.31,0.0
gfx950,256,6144,7168,3072,cktile,28,0,143.7248,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1882.65,897.37,0.0
gfx950,256,6144,7168,16384,cktile,11,0,657.8381,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2193.71,465.44,0.0
gfx950,256,8192,7168,3072,cktile,29,0,181.9935,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1982.36,904.57,0.0
gfx950,256,8192,7168,16384,cktile,29,0,825.9983,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2329.48,446.85,0.0
gfx950,256,10240,7168,3072,cktile,27,0,219.0301,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2058.95,914.39,0.0
gfx950,256,10240,7168,16384,cktile,27,0,999.9325,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2405.34,432.04,0.0
gfx950,256,12288,7168,3072,cktile,29,0,253.9541,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2130.96,929.02,0.0
gfx950,256,12288,7168,16384,cktile,29,0,1179.5606,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2446.86,419.59,0.0
gfx950,256,14336,7168,3072,cktile,28,0,293.9594,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2147.78,923.87,0.0
gfx950,256,14336,7168,16384,cktile,29,0,1359.1533,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2477.46,410.43,0.0
gfx950,256,16384,7168,3072,cktile,27,0,327.8576,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2200.82,937.09,0.0
gfx950,256,16384,7168,16384,cktile,11,0,1538.6772,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2501.04,403.44,0.0
gfx950,256,32768,7168,3072,cktile,28,0,652.9861,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2210.01,907.29,0.0
gfx950,256,32768,7168,16384,cktile,28,0,3201.3569,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2404.16,351.12,0.0
gfx950,256,1,8192,1536,asm,13,4,6.3485,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,3.96,1984.85,0.0
gfx950,256,2,8192,1536,ck,7,0,6.0993,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,8.25,2068.89,0.0
gfx950,256,4,8192,1536,ck,7,0,5.9821,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.83,2115.41,0.0
gfx950,256,8,8192,1536,ck,7,0,6.2732,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,32.09,2028.67,0.0
gfx950,256,16,8192,1536,ck,7,0,6.5958,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,61.05,1951.19,0.0
gfx950,256,24,8192,1536,ck,7,0,6.2112,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,97.24,2095.09,0.0
gfx950,256,32,8192,1536,ck,7,0,6.1132,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,131.73,2152.12,0.0
gfx950,256,48,8192,1536,ck,6,0,6.9927,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,172.75,1922.44,0.0
gfx950,256,64,8192,1536,ck,12,0,6.7039,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,240.25,2048.03,0.0
gfx950,256,80,8192,1536,asm,0,1,8.7137,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,231.05,1608.56,0.0
gfx950,256,96,8192,1536,ck,11,0,9.3067,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,259.59,1536.87,0.0
gfx950,256,112,8192,1536,asm,0,1,8.7472,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,322.23,1667.96,0.0
gfx950,256,128,8192,1536,ck,11,0,8.7971,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,366.17,1691.09,0.0
gfx950,256,144,8192,1536,asm,10,1,9.7533,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,371.55,1554.69,0.0
gfx950,256,160,8192,1536,asm,5,1,9.8613,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,408.32,1566.74,0.0
gfx950,256,176,8192,1536,asm,5,1,9.568,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,462.92,1644.74,0.0
gfx950,256,192,8192,1536,asm,5,1,10.227,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,472.46,1566.79,0.0
gfx950,256,208,8192,1536,asm,10,1,10.1578,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,515.32,1605.69,0.0
gfx950,256,224,8192,1536,asm,10,1,10.3676,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,543.73,1600.85,0.0
gfx950,256,240,8192,1536,asm,10,1,10.4921,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,575.65,1609.18,0.0
gfx950,256,256,8192,1536,asm,10,1,10.2977,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,625.62,1667.4,0.0
gfx950,256,288,8192,1536,asm,15,1,10.6301,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,681.81,1669.21,0.0
gfx950,256,320,8192,1536,asm,20,1,13.3401,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,603.67,1373.1,0.0
gfx950,256,352,8192,1536,asm,20,1,13.6891,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,647.11,1379.98,0.0
gfx950,256,384,8192,1536,asm,20,1,13.961,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,692.19,1394.18,0.0
gfx950,256,416,8192,1536,asm,25,1,14.8825,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,703.44,1346.39,0.0
gfx950,256,448,8192,1536,asm,25,1,15.0114,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,751.05,1373.03,0.0
gfx950,256,480,8192,1536,asm,25,1,15.1838,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,795.56,1395.2,0.0
gfx950,256,512,8192,1536,asm,25,1,15.3577,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,838.99,1416.75,0.0
gfx950,256,544,8192,1536,ck,1,0,19.9028,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,687.85,1122.02,0.0
gfx950,256,576,8192,1536,ck,14,0,19.5178,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,742.68,1173.54,0.0
gfx950,256,608,8192,1536,ck,14,0,20.3559,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,751.67,1153.39,0.0
gfx950,256,640,8192,1536,ck,14,0,19.4805,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,826.78,1234.66,0.0
gfx950,256,672,8192,1536,cktile,27,0,20.4302,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,827.77,1205.33,0.0
gfx950,256,704,8192,1536,ck,14,0,20.2911,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,873.13,1241.85,0.0
gfx950,256,736,8192,1536,cktile,28,0,20.5377,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,901.86,1254.86,0.0
gfx950,256,768,8192,1536,cktile,11,0,20.5556,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,940.25,1281.67,0.0
gfx950,256,800,8192,1536,cktile,29,0,20.8556,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,965.34,1290.73,0.0
gfx950,256,832,8192,1536,cktile,11,0,20.7511,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1009.01,1324.86,0.0
gfx950,256,864,8192,1536,cktile,11,0,20.8197,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1044.36,1348.04,0.0
gfx950,256,896,8192,1536,cktile,27,0,20.8584,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1081.03,1373.03,0.0
gfx950,256,928,8192,1536,cktile,28,0,20.9577,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1114.33,1393.89,0.0
gfx950,256,960,8192,1536,cktile,27,0,21.0265,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1148.99,1416.6,0.0
gfx950,256,992,8192,1536,cktile,11,0,21.1504,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1180.33,1435.41,0.0
gfx950,256,1024,8192,1536,cktile,29,0,21.1442,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1218.76,1462.95,0.0
gfx950,256,1088,8192,1536,cktile,27,0,21.3135,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1284.65,1505.14,0.0
gfx950,256,1152,8192,1536,cktile,27,0,21.6487,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1339.16,1534.82,0.0
gfx950,256,1216,8192,1536,cktile,28,0,21.7409,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1407.56,1581.06,0.0
gfx950,256,1280,8192,1536,cktile,27,0,22.1215,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1456.15,1605.7,0.0
gfx950,256,1344,8192,1536,cktile,27,0,22.6214,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1495.17,1620.92,0.0
gfx950,256,1408,8192,1536,cktile,11,0,22.3748,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1583.63,1690.04,0.0
gfx950,256,1472,8192,1536,cktile,29,0,22.5751,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1640.93,1725.85,0.0
gfx950,256,1536,8192,1536,cktile,11,0,22.964,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1683.27,1746.56,0.0
gfx950,256,1600,8192,1536,cktile,11,0,38.8355,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1036.82,1062.3,0.0
gfx950,256,1664,8192,1536,ck,1,0,39.4561,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,1061.33,1074.66,0.0
gfx950,256,1728,8192,1536,ck,14,0,39.2345,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1108.38,1109.96,0.0
gfx950,256,1792,8192,1536,cktile,11,0,40.1659,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1122.77,1112.77,0.0
gfx950,256,1856,8192,1536,cktile,29,0,40.4798,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1153.85,1132.48,0.0
gfx950,256,1920,8192,1536,cktile,28,0,40.7846,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1184.72,1152.13,0.0
gfx950,256,1984,8192,1536,cktile,29,0,40.7658,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1224.78,1180.8,0.0
gfx950,256,2048,8192,1536,cktile,11,0,40.7913,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1263.5,1208.18,0.0
gfx950,256,4096,8192,1536,cktile,29,0,63.341,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1627.37,1357.47,0.0
gfx950,256,6144,8192,1536,cktile,29,0,84.9059,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1821.06,1444.93,0.0
gfx950,256,8192,8192,1536,cktile,29,0,121.1555,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1701.6,1315.53,0.0
gfx950,256,10240,8192,1536,cktile,11,0,141.5781,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1820.18,1384.99,0.0
gfx950,256,12288,8192,1536,cktile,28,0,163.4462,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1891.98,1424.22,0.0
gfx950,256,14336,8192,1536,cktile,27,0,201.3598,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1791.7,1338.32,0.0
gfx950,256,16384,8192,1536,cktile,29,0,221.5318,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1861.21,1382.12,0.0
gfx950,256,32768,8192,1536,cktile,28,0,438.329,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1881.31,1368.35,0.0
gfx950,256,1,65536,1536,ck,6,0,18.2443,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,11.04,5524.79,0.0
gfx950,256,2,65536,1536,ck,6,0,17.8227,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,22.59,5662.92,0.0
gfx950,256,4,65536,1536,ck,6,0,17.8379,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,45.15,5672.96,0.0
gfx950,256,8,65536,1536,ck,6,0,18.0701,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,89.13,5629.42,0.0
gfx950,256,16,65536,1536,ck,6,0,18.7918,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,171.42,5469.67,0.0
gfx950,256,24,65536,1536,ck,9,0,20.0068,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,241.51,5190.53,0.0
gfx950,256,32,65536,1536,ck,12,0,19.7757,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,325.78,5304.83,0.0
gfx950,256,48,65536,1536,ck,1,0,23.0876,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,418.57,4635.76,0.0
gfx950,256,64,65536,1536,ck,14,0,23.208,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,555.19,4703.13,0.0
gfx950,256,80,65536,1536,cktile,27,0,25.4001,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,634.1,4380.77,0.0
gfx950,256,96,65536,1536,cktile,11,0,25.7423,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,750.8,4404.95,0.0
gfx950,256,112,65536,1536,cktile,27,0,26.6106,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,847.35,4340.95,0.0
gfx950,256,128,65536,1536,cktile,28,0,26.9362,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,956.7,4367.25,0.0
gfx950,256,144,65536,1536,cktile,28,0,27.6461,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1048.65,4331.85,0.0
gfx950,256,160,65536,1536,cktile,29,0,27.8231,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1157.75,4380.55,0.0
gfx950,256,176,65536,1536,cktile,11,0,27.9172,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1269.23,4441.79,0.0
gfx950,256,192,65536,1536,cktile,27,0,28.6658,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1348.46,4399.81,0.0
gfx950,256,208,65536,1536,cktile,28,0,46.1348,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,907.69,2779.81,0.0
gfx950,256,224,65536,1536,cktile,27,0,46.5035,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,969.76,2803.39,0.0
gfx950,256,240,65536,1536,cktile,28,0,46.9881,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1028.31,2819.63,0.0
gfx950,256,256,65536,1536,cktile,27,0,46.7715,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1101.94,2878.05,0.0
gfx950,256,288,65536,1536,cktile,11,0,47.7934,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1213.18,2905.3,0.0
gfx950,256,320,65536,1536,cktile,29,0,48.8423,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1319.03,2929.79,0.0
gfx950,256,352,65536,1536,cktile,27,0,49.7805,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1423.59,2959.82,0.0
gfx950,256,384,65536,1536,cktile,27,0,50.1724,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1540.88,3021.28,0.0
gfx950,256,416,65536,1536,cktile,29,0,68.7548,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1218.12,2266.43,0.0
gfx950,256,448,65536,1536,cktile,27,0,68.5285,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1316.16,2335.84,0.0
gfx950,256,480,65536,1536,cktile,28,0,70.3973,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1372.73,2334.11,0.0
gfx950,256,512,65536,1536,cktile,28,0,70.8991,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1453.89,2377.44,0.0
gfx950,256,544,65536,1536,cktile,29,0,71.5956,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1529.73,2413.58,0.0
gfx950,256,576,65536,1536,cktile,11,0,71.9015,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1612.82,2462.33,0.0
gfx950,256,608,65536,1536,cktile,29,0,89.3849,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1369.43,2028.18,0.0
gfx950,256,640,65536,1536,cktile,28,0,90.9354,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1416.93,2040.27,0.0
gfx950,256,672,65536,1536,cktile,28,0,90.7914,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1490.14,2090.24,0.0
gfx950,256,704,65536,1536,cktile,28,0,92.1958,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1537.31,2104.43,0.0
gfx950,256,736,65536,1536,cktile,29,0,93.6391,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1582.42,2117.31,0.0
gfx950,256,768,65536,1536,cktile,27,0,94.1902,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1641.56,2149.97,0.0
gfx950,256,800,65536,1536,cktile,29,0,111.6817,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1442.15,1851.24,0.0
gfx950,256,832,65536,1536,cktile,28,0,112.3049,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1491.51,1878.75,0.0
gfx950,256,864,65536,1536,cktile,29,0,112.8239,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1541.75,1907.72,0.0
gfx950,256,896,65536,1536,cktile,11,0,114.6603,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1573.24,1914.18,0.0
gfx950,256,928,65536,1536,cktile,28,0,114.6033,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1630.24,1952.16,0.0
gfx950,256,960,65536,1536,cktile,28,0,115.9411,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1667.0,1966.23,0.0
gfx950,256,992,65536,1536,cktile,27,0,133.7599,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1493.09,1736.02,0.0
gfx950,256,1024,65536,1536,cktile,28,0,133.9906,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1538.6,1764.71,0.0
gfx950,256,1088,65536,1536,cktile,28,0,136.545,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1604.18,1793.85,0.0
gfx950,256,1152,65536,1536,cktile,29,0,137.4927,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1686.84,1843.21,0.0
gfx950,256,1216,65536,1536,cktile,29,0,156.5474,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1563.83,1673.07,0.0
gfx950,256,1280,65536,1536,cktile,28,0,157.6901,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1634.21,1714.77,0.0
gfx950,256,1344,65536,1536,cktile,27,0,159.3016,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1698.56,1750.69,0.0
gfx950,256,1408,65536,1536,cktile,11,0,177.524,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1596.79,1618.8,0.0
gfx950,256,1472,65536,1536,cktile,11,0,178.5118,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1660.13,1657.38,0.0
gfx950,256,1536,65536,1536,cktile,29,0,180.884,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1709.59,1682.57,0.0
gfx950,256,1600,65536,1536,cktile,28,0,198.7706,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1620.57,1573.85,0.0
gfx950,256,1664,65536,1536,cktile,29,0,200.3468,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1672.14,1603.83,0.0
gfx950,256,1728,65536,1536,cktile,29,0,202.351,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1719.25,1629.89,0.0
gfx950,256,1792,65536,1536,cktile,27,0,221.1171,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1631.61,1529.94,0.0
gfx950,256,1856,65536,1536,cktile,29,0,221.8698,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1684.15,1563.01,0.0
gfx950,256,1920,65536,1536,cktile,28,0,224.0032,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1725.63,1586.01,0.0
gfx950,256,1984,65536,1536,cktile,29,0,242.9389,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1644.17,1497.32,0.0
gfx950,256,2048,65536,1536,cktile,27,0,244.2434,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1688.14,1524.07,0.0
gfx950,256,4096,65536,1536,cktile,27,0,477.6697,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1726.37,1347.85,0.0
gfx950,256,6144,65536,1536,cktile,11,0,694.5889,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1780.84,1317.91,0.0
gfx950,256,8192,65536,1536,cktile,27,0,931.3977,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1770.74,1274.42,0.0
gfx950,256,10240,65536,1536,cktile,11,0,1165.4212,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1768.96,1251.54,0.0
gfx950,256,12288,65536,1536,cktile,11,0,1384.4984,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1786.86,1249.66,0.0
gfx950,256,14336,65536,1536,cktile,11,0,1620.9671,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1780.55,1234.9,0.0
gfx950,256,16384,65536,1536,ck,13,0,2324.161,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1419.24,978.12,0.0
gfx950,256,32768,65536,1536,asm,25,1,6505.6228,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,1014.06,683.4,0.0
